기준일자,분류명,항목명,녹번동,불광제1동,불광제2동,갈현제1동,갈현제2동,구산동,대조동,응암제1동,응암제2동,응암제3동,역촌동,신사제1동,신사제2동,증산동,수색동,진관동
2021,일상생활 건강유지 노력,영양표시활용률,53.7,42.24,53.29,37.61,61.12,71.57,50.35,60.77,58.84,37.61,56.13,37.61,44.89,53.29,37.61,43.38
2021,인구사회학적 구성,노령인구비율,51.83,55.78,62.7,55.69,45.6,52.77,52.1,36.52,30.54,68.56,49.42,48.36,51.72,60.61,44.74,33.05
2021,인구사회학적 구성,한부모가족가구비율,38.36,38.82,62.16,50.03,60.24,71.36,48.39,45.08,45.38,60.46,57.46,49.32,55.09,43.68,34.15,40.01
2021,인구사회학적 구성,동별인구밀도,46.36,37.89,45.74,48.38,55.45,49.16,57.74,53.42,61.82,64.93,65.27,58.16,45.93,44.13,35.35,30.27
2021,인구사회학적 구성,영유아비율,55.24,50.24,40.42,41.31,44.9,45.8,40.59,60.48,79.62,40.98,46.0,49.01,45.96,45.34,62.03,52.09
2021,인구사회학적 구성,표준화사망비,50.98,57.86,56.49,47.74,49.49,63.92,50.87,43.67,30.69,72.58,53.71,45.63,53.56,46.56,42.18,34.06
2021,빈곤 수준 비율,기초생활수급자비율,48.81,49.25,69.52,68.12,47.99,46.41,55.87,38.56,42.53,66.62,49.38,42.24,48.87,44.64,47.94,33.27
2021,빈곤 수준 비율,독거노인비율,56.43,55.14,66.67,57.96,45.5,44.2,57.16,41.71,37.66,70.03,48.53,43.28,49.51,51.15,44.73,30.33
2021,보건 및 의료기관,의료기관시설비,57.58,43.26,54.09,41.48,54.45,57.61,21.78,38.07,59.55,42.21,53.82,51.97,60.01,49.76,60.16,54.19
2021,보건 및 의료기관,약국시설비,56.63,51.59,60.16,45.61,46.64,62.51,22.16,38.93,54.27,39.59,54.15,55.64,62.54,46.26,54.22,49.11
2021,보건 및 의료기관,안전상비약판매업소시설비,49.27,45.7,49.18,31.29,50.09,58.2,34.1,37.41,63.41,52.58,41.64,53.21,55.46,49.66,68.92,59.86
2021,복지서비스시설,노인여가복지시설비,58.22,44.35,58.22,33.78,58.22,58.22,37.49,58.22,58.22,39.04,45.54,58.22,30.52,58.22,58.22,45.34
2021,복지서비스시설,영유아보육시설비,53.51,51.46,53.92,44.35,49.36,52.17,46.53,62.64,62.52,47.49,46.59,48.49,49.36,21.91,68.04,41.66
2021,건강체육위생시설,체육시설비,43.4,60.61,51.32,47.48,43.03,43.39,66.23,55.46,39.21,50.14,50.46,47.77,26.96,47.33,60.38,66.82
2021,건강체육위생시설,도시공원면적비,41.48,59.02,52.33,47.04,46.71,33.68,66.84,54.69,49.99,66.42,63.6,47.66,32.3,47.72,41.68,48.85
2021,안전 및 대피시설,CCTV시설비,42.18,63.17,50.26,50.41,48.6,53.12,43.5,55.45,52.7,22.62,45.45,50.05,43.73,48.51,63.65,66.61
2021,안전 및 대피시설,비상대피소시설비,44.8,56.72,59.79,52.87,57.17,58.94,59.52,56.74,48.01,48.05,64.52,41.09,47.13,27.28,32.44,44.93
2021,안전 및 대피시설,비상대피소수용가능면적비,47.58,49.74,56.49,53.41,55.8,54.01,54.13,42.93,42.32,58.37,58.28,56.33,55.09,51.96,16.09,47.46
2021,안전 및 대피시설,보안등시설비,55.09,60.85,45.87,43.27,44.74,51.6,37.98,55.98,57.55,27.39,39.43,49.28,50.59,49.22,62.7,68.47
2021,안전 및 대피시설,어린이노인보호구역비,43.87,50.83,56.63,57.3,47.92,31.13,61.33,66.31,52.6,47.39,62.78,47.75,36.22,59.86,38.47,39.62
2021,안전 및 대피시설,무더위쉼터비,52.13,46.61,53.69,55.74,51.95,57.35,62.12,61.14,47.5,61.67,60.0,44.71,46.07,27.06,38.59,33.68
2021,비상상황 대응시설 및 장비,비상급수시설비,34.6,58.56,41.32,52.89,53.54,49.15,48.62,43.21,60.97,50.53,65.43,60.59,61.87,43.68,47.02,28.0
2021,비상상황 대응시설 및 장비,제설함비,42.92,52.44,60.3,53.24,60.8,52.21,56.16,33.25,48.34,57.21,52.7,57.1,61.63,50.04,32.36,29.3
2021,비상상황 대응시설 및 장비,소방용수시설비,53.74,55.09,41.91,29.18,57.12,52.26,59.04,59.11,53.96,34.65,53.56,43.56,36.44,45.21,60.19,64.98
2021,지역 인프라의 재난 취약 정도,재난취약가구점검대상가구비율,49.71,35.51,45.85,59.29,69.82,39.95,60.83,45.19,43.68,62.88,47.83,41.59,47.23,63.69,50.23,36.73
2021,지역 인프라의 재난 취약 정도,침수취약가구비율,50.82,67.2,47.13,43.57,43.17,43.05,71.0,42.81,40.86,64.26,52.09,45.77,44.11,62.45,40.86,40.86
2021,지역 인프라의 재난 취약 정도,건물노후비율,48.28,54.63,55.09,57.83,47.71,43.84,62.51,44.87,50.5,58.28,45.65,41.77,57.98,58.28,53.78,19.01
2021,지역 인프라의 재난 취약 정도,화재발생비,44.29,43.58,54.7,64.76,58.46,38.9,67.07,48.22,33.9,66.04,42.46,45.87,39.66,56.87,52.17,43.07
2022,신체건강,비만율,40.17,39.23,54.12,46.7,53.29,60.61,47.17,48.99,48.67,63.72,59.46,52.88,64.5,54.74,40.63,25.12
2022,신체건강,고혈압신규의료이용률,42.53,46.9,59.73,50.11,56.23,60.9,50.69,38.74,30.58,60.9,53.02,51.86,58.27,64.69,42.24,32.62
2022,신체건강,당뇨병신규의료이용률,40.41,46.21,64.27,57.17,53.3,48.79,57.17,43.63,30.09,65.56,53.95,50.73,48.79,62.33,44.92,32.67
2022,신체건강,관절염평생의사진단경험률,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,신체건강,이상지질혈증신규의료이용률,46.76,57.59,72.1,51.14,55.28,53.67,49.06,41.0,35.24,54.13,54.36,38.47,43.3,65.42,48.14,34.32
2022,신체건강,흡연율,44.41,40.37,58.07,52.44,56.99,56.74,55.66,46.0,45.74,66.76,60.68,51.78,54.44,49.68,34.34,25.9
2022,신체건강,음주율,52.43,36.14,47.98,37.54,52.2,49.27,62.05,63.33,54.66,57.24,66.38,57.36,47.51,45.75,40.01,30.16
2022,정신건강,스트레스인지율,52.37,33.68,43.2,42.62,45.46,44.39,40.68,52.21,51.86,73.74,54.49,55.87,41.68,47.66,69.67,50.43
2022,정신건강,우울감경험률,44.74,49.9,49.53,55.62,71.06,50.31,38.81,52.76,50.44,59.98,38.81,38.81,38.81,38.81,52.78,68.84
2022,일상생활 건강유지 노력,걷기실천율,40.23,67.03,53.71,36.88,39.11,67.43,68.24,47.89,47.57,49.14,48.59,51.81,51.98,51.9,36.21,42.3
2022,일상생활 건강유지 노력,일반1차검진수검률,51.36,44.28,46.37,53.45,55.29,73.19,49.53,38.78,41.87,69.9,54.59,43.27,53.96,47.57,41.81,34.79
2022,일상생활 건강유지 노력,보건기관이용률,34.7,51.31,52.71,54.12,40.62,54.65,61.8,32.59,35.93,36.34,62.93,56.62,59.94,52.7,55.72,57.31
2022,일상생활 건강유지 노력,영양표시활용률,52.37,43.77,58.29,50.72,41.41,56.88,46.76,42.03,46.86,58.73,63.69,42.71,74.28,47.16,32.83,41.51
2022,인구사회학적 구성,노령인구비율,52.51,56.81,64.14,56.52,46.51,52.74,50.47,36.72,30.17,70.1,50.75,50.24,54.5,49.66,44.15,34.0
2022,인구사회학적 구성,한부모가족가구비율,39.92,37.63,55.7,48.16,68.36,72.12,49.74,46.29,43.24,58.36,57.45,53.51,48.03,40.58,38.15,42.76
2022,인구사회학적 구성,동별인구밀도,46.46,37.88,45.6,43.46,55.4,49.11,57.71,53.75,62.12,64.86,65.05,58.24,45.32,48.93,35.85,30.26
2022,인구사회학적 구성,영유아비율,55.82,50.0,39.46,40.25,43.56,44.3,40.45,60.02,77.32,40.57,44.64,48.11,46.16,56.27,63.13,49.93
2022,인구사회학적 구성,표준화사망비,50.01,55.38,59.86,58.12,52.16,67.58,50.99,41.44,33.06,67.43,53.3,48.55,44.81,38.02,43.66,35.65
2022,빈곤 수준 비율,기초생활수급자비율,46.78,47.18,68.44,66.29,51.35,48.33,56.3,40.06,41.04,68.22,50.81,42.62,53.32,40.75,43.6,34.89
2022,빈곤 수준 비율,독거노인비율,56.92,55.94,68.96,51.26,46.42,45.22,56.92,42.0,38.56,71.5,50.06,44.48,49.79,44.18,46.09,31.7
2022,보건 및 의료기관,의료기관시설비,54.11,42.67,57.45,32.27,57.78,57.88,24.18,39.26,57.72,50.42,52.92,47.8,58.15,54.57,58.89,53.93
2022,보건 및 의료기관,약국시설비,57.73,50.8,59.26,42.63,46.14,61.34,21.69,40.25,57.93,39.87,53.09,55.57,61.02,47.65,55.19,49.83
2022,보건 및 의료기관,안전상비약판매업소시설비,53.53,51.35,50.33,28.18,51.33,51.15,29.3,41.26,57.71,43.97,44.99,54.52,59.77,58.77,63.22,60.62
2022,복지서비스시설,노인여가복지시설비,58.0,45.22,58.0,29.31,58.0,58.0,38.34,58.0,58.0,40.29,46.34,58.0,32.27,58.0,58.0,46.21
2022,복지서비스시설,영유아보육시설비,53.62,50.22,48.42,30.65,43.36,46.71,45.78,63.36,61.26,60.27,43.83,52.34,53.64,43.87,69.06,33.61
2022,건강체육위생시설,체육시설비,43.45,58.82,51.48,47.58,43.07,43.44,66.62,55.69,39.19,50.28,50.61,47.88,26.76,47.43,60.68,67.0
2022,건강체육위생시설,도시공원면적비,41.48,59.02,52.33,47.04,46.71,33.68,66.84,54.69,49.99,66.42,63.6,47.66,32.3,47.72,41.68,48.85
2022,안전 및 대피시설,CCTV시설비,45.75,63.41,50.33,50.4,48.0,53.87,43.01,55.26,50.27,23.38,44.27,49.31,44.76,45.9,64.34,67.74
2022,안전 및 대피시설,비상대피소시설비,43.78,57.34,60.8,47.0,57.86,59.89,60.58,57.59,47.57,47.34,66.3,39.47,45.45,33.9,31.5,43.61
2022,안전 및 대피시설,비상대피소수용가능면적비,47.39,49.59,56.64,51.71,55.93,54.05,54.19,42.67,41.99,58.62,58.52,56.51,55.05,53.51,16.48,47.14
2022,안전 및 대피시설,보안등시설비,55.36,60.59,45.65,42.97,44.64,50.82,38.36,56.18,57.68,27.36,40.44,50.03,51.07,47.15,63.27,68.42
2022,안전 및 대피시설,어린이노인보호구역비,43.82,48.33,52.23,71.1,41.27,38.39,55.09,58.97,49.53,51.01,59.2,61.22,31.37,57.3,41.57,39.59
2022,안전 및 대피시설,무더위쉼터비,58.0,58.68,51.33,36.22,52.15,55.12,50.94,55.95,52.01,48.21,61.4,51.05,41.12,39.49,24.08,64.24
2022,비상상황 대응시설 및 장비,비상급수시설비,34.44,58.58,40.88,47.42,53.49,49.01,48.49,43.37,61.15,50.42,65.55,60.7,61.64,49.46,48.09,27.31
2022,비상상황 대응시설 및 장비,제설함비,43.09,52.74,59.2,53.91,61.94,52.19,56.59,32.93,47.75,57.41,52.07,57.66,59.43,51.51,33.01,28.56
2022,비상상황 대응시설 및 장비,소방용수시설비,52.33,55.2,41.98,29.21,57.24,52.36,59.16,59.23,54.07,34.7,53.66,43.64,36.49,45.29,60.31,65.12
2022,지역 인프라의 재난 취약 정도,재난취약가구점검대상가구비율,50.81,57.11,45.74,81.42,51.62,42.39,60.16,41.11,40.92,46.97,45.52,43.74,56.08,51.13,43.97,41.32
2022,지역 인프라의 재난 취약 정도,침수취약가구비율,50.98,67.83,47.2,44.3,43.16,43.02,71.83,42.78,40.79,64.66,52.32,45.79,44.22,59.53,40.79,40.79
2022,지역 인프라의 재난 취약 정도,건물노후비율,48.81,55.79,57.58,59.09,47.84,43.83,53.22,45.35,51.97,59.9,44.59,41.44,58.31,58.69,54.86,18.73
2022,지역 인프라의 재난 취약 정도,화재발생비,43.35,49.98,48.85,71.39,43.97,39.55,57.7,43.98,36.01,54.47,47.04,59.64,42.19,67.42,56.16,38.32
2023,신체건강,비만율,42.27,41.57,56.08,50.34,54.73,62.31,50.39,48.65,44.51,62.36,58.07,57.07,61.01,46.31,41.87,22.48
2023,신체건강,고혈압신규의료이용률,44.7,52.81,68.71,59.67,53.74,53.12,46.88,44.39,36.28,66.84,54.99,45.63,47.82,55.3,38.46,30.67
2023,신체건강,당뇨병신규의료이용률,48.33,50.94,62.0,68.5,55.49,58.74,47.03,35.97,32.72,59.39,51.59,45.08,50.94,48.98,53.54,30.77
2023,신체건강,관절염평생의사진단경험률,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,신체건강,이상지질혈증신규의료이용률,42.1,53.54,70.16,54.36,54.36,54.63,47.0,38.56,34.74,61.99,57.36,50.27,52.45,56.54,40.74,31.2
2023,신체건강,흡연율,46.3,39.21,59.62,50.83,58.95,57.41,59.36,43.07,46.1,66.3,60.34,51.5,53.61,41.16,38.34,27.9
2023,신체건강,음주율,61.89,38.68,51.28,37.62,50.33,49.81,63.36,58.11,58.42,60.0,61.36,50.75,50.12,41.62,34.68,31.95
2023,정신건강,스트레스인지율,47.42,47.42,47.42,47.42,88.73,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42
2023,정신건강,우울감경험률,44.77,54.44,44.71,73.21,41.6,41.6,47.24,44.46,44.76,46.46,55.65,41.6,41.6,73.67,48.67,55.58
2023,일상생활 건강유지 노력,걷기실천율,47.69,67.59,39.23,39.81,52.66,47.53,72.68,46.53,54.2,51.5,63.89,49.79,46.99,39.13,41.24,39.55
2023,일상생활 건강유지 노력,일반1차검진수검률,51.44,46.7,52.26,59.44,55.75,65.19,55.07,41.26,35.52,70.0,54.69,42.07,52.94,44.45,40.76,32.46
2023,일상생활 건강유지 노력,보건기관이용률,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,일상생활 건강유지 노력,영양표시활용률,47.46,64.95,39.83,45.35,50.54,53.59,57.27,47.03,53.16,42.56,60.04,61.49,67.34,37.22,32.86,39.32
2023,인구사회학적 구성,노령인구비율,52.82,57.75,64.33,55.47,48.78,52.71,47.53,39.05,33.04,69.01,52.62,52.21,54.9,50.22,32.21,37.32
2023,인구사회학적 구성,한부모가족가구비율,40.67,37.86,55.09,55.1,68.9,69.5,51.65,48.69,44.66,55.9,56.19,52.24,48.69,36.8,34.13,43.91
2023,인구사회학적 구성,동별인구밀도,45.47,39.19,50.84,41.74,45.24,58.11,47.46,61.76,54.62,48.05,70.71,45.64,31.57,40.22,54.0,65.36
2023,인구사회학적 구성,영유아비율,54.66,50.23,39.74,40.59,43.05,42.97,41.6,57.11,71.86,41.44,44.36,46.85,46.32,56.35,72.78,50.08
2023,인구사회학적 구성,표준화사망비,52.09,54.89,60.28,64.49,49.56,69.1,52.0,40.08,35.45,59.84,50.23,44.19,50.14,46.05,32.08,39.55
2023,빈곤 수준 비율,기초생활수급자비율,47.7,47.98,70.17,61.7,54.7,49.98,54.71,41.77,40.83,68.39,52.47,43.68,52.33,41.44,35.94,36.21
2023,빈곤 수준 비율,독거노인비율,56.99,56.15,68.51,55.87,47.33,45.84,54.91,43.11,38.6,70.82,50.67,45.22,50.2,44.69,37.56,33.54
2023,보건 및 의료기관,의료기관시설비,55.83,42.81,54.69,31.7,56.25,57.61,26.3,38.39,60.48,45.1,53.31,50.96,59.95,53.27,59.78,53.57
2023,보건 및 의료기관,약국시설비,47.32,58.79,56.98,52.09,55.7,50.26,20.03,56.36,58.43,56.63,43.44,56.95,57.81,39.15,50.36,39.7
2023,보건 및 의료기관,안전상비약판매업소시설비,51.31,49.13,48.14,23.9,47.32,55.22,33.68,43.19,62.71,50.72,45.65,53.95,53.98,55.93,63.53,61.64
2023,복지서비스시설,노인여가복지시설비,56.62,56.62,48.49,23.7,47.07,56.62,56.62,47.38,44.38,56.62,50.93,56.62,56.62,28.46,56.62,56.62
2023,복지서비스시설,영유아보육시설비,54.94,46.67,45.79,42.63,43.15,41.64,57.76,62.48,58.72,51.64,48.27,58.62,49.17,44.55,68.84,25.14
2023,건강체육위생시설,체육시설비,48.8,56.16,47.54,50.63,53.52,38.85,61.3,49.24,48.04,56.75,46.83,55.73,62.65,56.5,49.0,18.48
2023,건강체육위생시설,도시공원면적비,50.53,54.62,51.59,51.78,53.21,43.82,56.47,52.03,52.8,56.42,55.32,53.56,55.83,53.86,44.32,13.85
2023,안전 및 대피시설,CCTV시설비,43.98,61.99,41.73,51.5,56.46,42.41,53.46,47.03,56.91,38.79,39.43,59.01,68.62,56.28,53.88,28.51
2023,안전 및 대피시설,비상대피소시설비,41.55,52.9,59.34,40.55,56.25,58.56,59.82,59.14,41.7,53.38,65.14,36.88,42.87,31.01,59.34,41.57
2023,안전 및 대피시설,비상대피소수용가능면적비,45.79,46.04,58.49,48.12,57.5,54.33,54.91,34.93,25.46,62.45,62.02,58.51,57.78,49.77,41.49,42.41
2023,안전 및 대피시설,보안등시설비,54.15,59.49,35.71,42.39,51.5,38.82,46.68,47.87,57.21,42.97,28.08,55.12,65.62,55.17,56.05,63.15
2023,안전 및 대피시설,어린이노인보호구역비,42.75,47.74,52.43,63.32,45.59,36.42,55.47,59.66,43.54,56.52,60.03,62.43,28.13,57.79,50.56,37.63
2023,안전 및 대피시설,무더위쉼터비,51.44,42.32,54.21,46.79,57.75,49.32,52.44,61.58,52.24,60.06,71.56,40.25,39.19,37.72,52.38,30.74
2023,비상상황 대응시설 및 장비,비상급수시설비,35.15,60.13,41.95,47.76,50.07,55.57,50.05,40.82,60.89,47.15,61.36,56.86,57.63,57.26,53.19,24.16
2023,비상상황 대응시설 및 장비,제설함비,53.75,51.89,51.81,55.89,55.83,55.53,56.36,54.05,54.06,54.05,55.57,24.17,24.2,54.59,47.78,50.46
2023,비상상황 대응시설 및 장비,소방용수시설비,51.18,53.98,23.72,49.89,60.93,35.19,61.05,53.67,54.77,45.07,46.35,51.08,65.79,53.98,52.55,40.79
2023,지역 인프라의 재난 취약 정도,재난취약가구점검대상가구비율,53.21,55.16,49.38,45.17,42.12,51.65,41.48,38.61,45.68,67.35,63.96,62.48,65.55,41.99,40.56,35.63
2023,지역 인프라의 재난 취약 정도,침수취약가구비율,48.94,78.46,49.16,49.76,45.67,45.27,55.0,49.5,39.89,70.02,46.22,42.3,44.88,49.02,39.89,46.0
2023,지역 인프라의 재난 취약 정도,건물노후비율,46.49,74.23,62.04,41.14,45.57,50.64,44.12,45.33,40.12,63.93,44.41,49.56,59.23,53.73,45.54,33.92
2023,지역 인프라의 재난 취약 정도,화재발생비,50.78,46.05,38.24,60.1,60.65,45.29,63.28,39.7,45.39,47.53,63.54,60.01,64.27,38.79,40.03,36.36
